Date,Close/Last,Volume,Open,High,Low
11/29/2022,$180.83,83357110,$184.99,$186.38,$178.75
11/28/2022,$182.92,93038150,$179.96,$188.50,$179.00
11/25/2022,$182.86,50672740,$185.06,$185.20,$180.63
11/23/2022,$183.20,109536700,$173.57,$183.62,$172.50
11/22/2022,$169.91,78452330,$168.63,$170.92,$166.185
11/21/2022,$167.87,92882710,$175.85,$176.77,$167.54
11/18/2022,$180.19,76048870,$185.05,$185.19,$176.55
11/17/2022,$183.17,64335970,$183.96,$186.16,$180.90
11/16/2022,$186.92,66567600,$191.51,$192.57,$185.66
11/15/2022,$194.42,91293790,$195.88,$200.8237,$192.06
11/14/2022,$190.95,92226650,$192.77,$195.73,$186.34
11/11/2022,$195.97,114403600,$186.00,$196.52,$182.59
11/10/2022,$190.72,132703000,$189.90,$191.00,$180.03
11/09/2022,$177.59,127062700,$190.775,$195.89,$177.12
11/08/2022,$191.30,128803400,$194.02,$195.20,$186.75
11/07/2022,$197.08,93916520,$208.65,$208.90,$196.66
11/04/2022,$207.47,98622210,$222.60,$223.80,$203.08
11/03/2022,$215.31,56538850,$211.36,$221.20,$210.14
11/02/2022,$214.98,63070290,$226.04,$227.8699,$214.82
11/01/2022,$227.82,62688820,$234.05,$237.3951,$227.28
10/31/2022,$227.54,61554340,$226.19,$229.85,$221.94
10/28/2022,$228.52,69152390,$225.40,$228.86,$216.35
10/27/2022,$225.09,61638820,$229.77,$233.81,$222.85
10/26/2022,$224.64,85327080,$219.40,$230.60,$218.20
10/25/2022,$222.415,96507870,$210.10,$224.3498,$210.00
10/24/2022,$211.25,100446800,$205.82,$213.50,$198.5863
10/21/2022,$214.44,75713750,$206.415,$214.66,$203.80
10/20/2022,$207.28,117798100,$208.28,$215.55,$202.00
10/19/2022,$222.04,66571480,$219.80,$222.93,$217.78
10/18/2022,$220.19,75891910,$229.50,$229.82,$217.25
10/17/2022,$219.35,79428810,$210.04,$221.86,$209.45
